ts,sessionId,page,auth,method,status,level,itemInSession,city,zip,state,userAgent,lon,lat,userId,lastName,firstName,gender,registration,artist,song,duration
1618245450000,8725,Home,Logged Out,GET,200,free,2,Highland,48357,MI,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.6464,42.658533,,,,,,,,
1618245451000,8725,Login,Logged Out,PUT,307,free,3,Highland,48357,MI,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.6464,42.658533,,,,,,,,
1618245462000,1057,NextSong,Logged In,PUT,200,free,1,Palm Springs,92262,CA,"""Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D201 Safari/9537.53""",-116.566176,33.860925,634.0,Gonzalez,Eleonore,F,1616086800000.0,Jack Johnson,Fortunate Fool,228.8322
1618245462000,8725,Home,Logged In,GET,200,free,4,Highland,48357,MI,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.6464,42.658533,931.0,Torres,Lluvia,F,1616086800000.0,,,
1618245472000,8679,NextSong,Logged In,PUT,200,paid,6,Edmond,73013,OK,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-97.484375,35.618788,700.0,Gonzalez,Joel,M,1616086800000.0,Daryll-Ann,The Doctor And I,265.5865
1618245488000,9014,NextSong,Logged In,PUT,200,paid,48,Flushing,48433,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.867227,43.075348,938.0,Bush,Elijah,M,1616086800000.0,Beach House,All The Years,216.21506
1618245490000,9043,Home,Logged In,GET,200,paid,37,North Aurora,60542,IL,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-88.352556,41.809609,845.0,Stafford,Demaria,F,1616086800000.0,,,
1618245509000,9024,NextSong,Logged In,PUT,200,paid,55,Sunland Park,88063,NM,"""Mozilla/5.0 (iPad; CPU OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53""",-106.599107,31.817964,312.0,Little,Kenneth,M,1616086800000.0,My Chemical Romance,Demolition Lovers,366.54974
1618245542000,9074,NextSong,Logged In,PUT,200,paid,17,Wendell,83355,ID,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-114.722206,42.757435,452.0,Johnson,Evan,M,1616086800000.0,She Wants Revenge,Someone Must Get Hurt,288.3914
1618245547000,8934,NextSong,Logged In,PUT,200,paid,25,Santa Clara,95051,CA,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-121.984376,37.348651,433.0,Snow,Andre,M,1616086800000.0,Kid Cudi,Up Up & Away,227.34322
1618245550000,8577,NextSong,Logged In,PUT,200,paid,40,Devine,78016,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2""",-98.967448,29.17158,241.0,Powell,Joseph,M,1616086800000.0,Charlie Hall,Your Glory Endures Forever (Flying Into Daybreak Album Version),286.82404
1618245573000,9008,NextSong,Logged In,PUT,200,paid,52,Winnsboro,75494,TX,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-95.25986,32.917192,291.0,Johnson,Emely,F,1616086800000.0,The Format,Snails,248.99873
1618245580000,8636,NextSong,Logged In,PUT,200,paid,8,Lawrenceville,30045,GA,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.927669,33.936518,783.0,Sanchez,Noah,M,1616086800000.0,50 Cent / Lloyd Banks / Eminem,Don't Push Me,248.94649
1618245652000,4132,NextSong,Logged In,PUT,200,paid,25,Ferndale,48220,MI,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,-83.135213,42.458066,237.0,Russo,Darron,M,1616086800000.0,Jonathan Coulton,First of May,260.17914
1618245704000,9014,NextSong,Logged In,PUT,200,paid,49,Flushing,48433,MI,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-83.867227,43.075348,938.0,Bush,Elijah,M,1616086800000.0,Berlin Symphony Orchestra,Symphony No. 4 in E Minor_ Op. 98: III. Allegro giocoso - Poco meno presto - Tempo I,379.19302
1618245716000,9040,NextSong,Logged In,PUT,200,paid,26,Louisville,40218,KY,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-85.654311,38.189321,266.0,Daniel,Collin,M,1616086800000.0,Jarabe De Palo,Cara De Azul,229.0673
1618245737000,8679,NextSong,Logged In,PUT,200,paid,7,Edmond,73013,OK,"""Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",-97.484375,35.618788,700.0,Gonzalez,Joel,M,1616086800000.0,Aerosmith,Dream On,267.3367
1618245768000,4680,NextSong,Logged In,PUT,200,paid,7,Cookeville,38501,TN,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,-85.533285,36.226045,506.0,Miller,Brianna,F,1616086800000.0,Gipsy Kings,Estrellas,214.56934
1618245774000,8934,NextSong,Logged In,PUT,200,paid,26,Santa Clara,95051,CA,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",-121.984376,37.348651,433.0,Snow,Andre,M,1616086800000.0,Ion Dissonance,Void Of Conscience,219.29752
